sn,seglen
2942389,1460
2943849,1460
2945309,1460
2946769,1460
2948229,892
2949121,1460
2950581,1460
2952041,1460
2953501,1460
2954961,1460
2956421,892
2957313,1460
2958773,1460
2960233,1460
2961693,1460
2963153,1460
2964613,892
2965505,1460
2966965,1460
2968425,1460
2969885,1460
2971345,1460
2972805,892
2973697,1460
2975157,1460
2976617,1460
2978077,1460
2979537,1460
2980997,892
2981889,1460
2983349,1460
2984809,1460
2986269,1460
2987729,1460
2990081,1460
2991541,1460
2993001,1460
2994461,1460
2995921,1460
2997381,892
2989189,1460
2998273,1460
2999733,1460
3001193,1460
3002653,1460
3004113,1460
3005573,892
3006465,1460
3007925,1460
3009385,1460
3010845,1460
3012305,1460
3013765,892
3014657,1460
3017577,1460
3019037,1460
3020497,1460
3021957,892
3016117,1460
3024309,1460
3025769,1460
3027229,1460
3028689,1460
3030149,892
3022849,1460
3031041,1460
3033961,1460
3035421,1460
3036881,1460
3032501,1460
3038341,892
3039233,1460
3040693,1460
3042153,1460
3043613,1460
3045073,1460
3046533,892
3047425,1460
3048885,1460
3053265,1460
3054725,892
3055617,1460
3057077,1460
3050345,1460
3051805,1460
3058537,1460
3059997,1460
3061457,1460
3062917,892
3063809,1460
3065269,1460
3066729,1460
3068189,1460
3069649,1460
3071109,892
3072001,1460
3073461,1460
3074921,1460
3076381,1460
3079301,892
3080193,1460
3081653,1460
3083113,1460
3084573,1460
3086033,1460
3077841,1460
3088385,1460
3089845,1460
3091305,1460
3092765,1460
3094225,1460
3087493,1460
3096577,1460
3098037,1460
3099497,1460
3095685,1460
3100957,1460
3102417,1460
3104769,1460
3106229,1460
3107689,1460
3109149,1460
3103877,1460
3112069,892
3110609,1460
3114421,1460
3115881,1460
3117341,1460
3112961,1460
3118801,1460
3120261,1208
3121469,1460
3122929,1460
3124389,1460
3125849,1460
3127309,1460
3128769,723
3129492,1460
3130952,1460
3133872,1460
3136792,934
3137726,1460
3132412,1460
3135332,1460
3142106,1460
3143566,1460
3139186,1460
3140646,1460
3145026,1335
3146361,1460
3147821,1460
3149281,1460
3150741,1460
3152201,1460
3153661,1460
3155121,1460
3156581,1460
3158041,1460
3159501,1460
3160961,1205
3162166,1460
3163626,1460
3165086,1460
3168006,1460
3169466,1184
3170650,1460
3172110,1460
3173570,1460
3175030,1460
3176490,1460
3177950,1460
3166546,1460
3179410,1460
3180870,1460
3182330,1460
3183790,1460
3185250,1460
3186710,1460
3188170,1460
3189630,1460
3191090,1460
3192550,1460
3194010,1402
3195412,1460
3196872,1460
3198332,1460
3199792,1460
3201252,1460
3202712,361
3203073,1460
3204533,1460
3205993,1460
3207453,1460
3208913,1460
3210373,892
3211265,1460
3212725,1460
3214185,1460
3215645,1460
3218565,892
3219457,1460
3220917,1460
3222377,1460
3223837,1460
3225297,1460
3226757,892
3217105,1460
3217105,1460
3227649,1460
3229109,1460
3230569,1460
3233489,1460
3234949,1460
3236409,1460
3237869,1460
3239329,1460
3240789,1460
3242249,1460
3243709,847
3244556,1460
3232029,1460
3247476,1460
3248936,1460
3250396,1460
3253316,1460
3254776,1460
3256236,1460
3257696,1460
3259156,1460
3251856,1460
3260616,1460
3262076,1460
3263536,1460
3264996,1460
3266456,1460
3267916,1460
3269376,1460
3270836,1460
3272296,1460
3273756,1460
3275216,1460
3276676,1460
3278136,1460
3279596,1460
3281056,1460
3282516,1460
3246016,1460
3285436,1460
3289816,1460
3291276,1460
3292736,1460
3294196,1460
3295656,1460
3297116,1460
3283976,1460
3288794,1022
3300036,1460
3301496,1460
3302956,1460
3286896,1460
3305876,1460
3288356,1460
3298576,1460
3304416,1460
3307336,1460
3308796,1460
3310256,1460
3311716,1460
3313176,1460
3314636,1460
3316096,1460
3317556,1460
3319016,1460
3320476,1460
3323396,1460
3324856,1137
3325993,1460
3327453,1460
3328913,1460
3330373,1460
3331833,1460
3333293,1460
3334753,1460
3336213,1460
3337673,1460
3321936,1460
3340593,1460
3342053,1460
3343513,1460
3344973,1460
3346433,1460
3347893,1460
3349353,1460
3352273,1460
3353733,1460
3355193,1460
3339133,1460
3356653,1460
3358113,1460
3350813,1460
3361033,1460
3362493,1460
3366873,1460
3368333,1460
3369793,1460
3371253,1460
3372713,1460
3374173,1460
3363953,1460
3365413,1460
3375633,1460
3377093,1460
3378553,1460
3381473,1460
3384393,1460
3385853,1460
3380013,1460
3387313,1460
3382933,1460
3388773,1460
3390233,1460
3359573,1460
3393153,1460
3394613,1460
3391693,1460
3394613,1460
3396073,1460
3397533,1460
3398993,1460
3400453,1460
3401913,1460
3406293,1460
3407753,479
3408232,1460
3409692,1460
3411152,1460
3412612,1460
3414072,1460
3403373,1460
3404833,1099
3415532,1460
3416992,1460
3418452,1460
3419912,1460
3422832,1460
3424292,1460
3425752,1460
3427212,1460
3405932,1460
3430132,1460
3431592,1460
3421372,1460
3428672,1460
3433052,1460
3434512,1460
3435972,1460
3437432,1460
3438892,1460
3440352,1460
3441812,1460
3443272,1460
3444732,1460
3446192,1460
3447652,1460
3449112,1460
3450572,1460
3452032,1460
3453492,1460
3454952,1460
3456412,1460
3459332,1460
3460792,1460
3462252,1460
3465172,1183
3467815,1460
3469275,1460
3470735,1460
3457872,1460
3463712,1460
3466355,1460
3472195,1214
3473409,1460
3474869,1460
3477789,1460
3479249,1460
3481601,1460
3483061,1460
3484521,1460
3476329,1460
3485981,1460
3487441,1460
3480709,1460
3490361,1460
3491821,1460
3493281,1460
3494741,1460
3496201,1460
3497661,892
3498553,1460
3500013,1460
3488901,1460
3501473,1460
3502933,1460
3505853,1460
3507313,1460
3508773,1460
3510233,1460
3511693,1460
3513153,1460
3504393,1460
3514613,1460
3516073,1460
3517533,1460
3518993,1460
3520453,1460
3521913,1460
3523373,1460
3524833,1460
3526293,1460
3527753,1460
3529213,1460
3530673,1460
3532133,1460
3533593,1460
3535053,1460
3536513,1460
3537973,1460
3540893,1460
3542353,1460
3545273,1460
3546733,404
3539433,1460
3543813,1460
3547137,1460
3548597,1460
3550057,1460
3551517,1460
3552977,1460
3554437,1256
3555693,1460
3557153,1460
3558613,1460
3560073,1460
3561533,1460
3562993,1440
3564433,1460
3565893,1460
3567353,1460
3568813,1460
3570273,1460
3571733,1460
3573193,1460
3574653,1460
3576113,1460
3577573,1460
3579033,1460
3580493,1460
3581953,1460
3583413,1460
3584873,1460
3586333,1460
3587793,424
3588217,1460
3589677,1460
3591137,1460
3592597,1460
3594057,1460
3595517,968
3596485,1460
3597945,1460
3599405,1460
3600865,1460
3602325,1460
3605146,1460
3606606,1460
3608066,1460
3609526,1460
3610986,1460
3612446,227
3603785,1460
3612673,1460
3614133,1460
3615593,1460
3617053,1460
3618513,1460
3619973,892
3622325,1460
3623785,1460
3625245,1460
3626705,1460
3628165,892
3620865,1460
3629057,1460
3630517,1460
3631977,1460
3633437,1460
3634897,1460
3640169,1460
3643089,1460
3636357,1460
3636357,1460
3644549,1460
3646009,1460
3637817,1460
3639277,1460
3640737,1460
3642197,1460
3647469,1460
3648929,1460
3650389,1460
3651849,1460
3653852,1460
3655312,1460
3656772,1460
3658232,1460
3659692,1460
3661152,1460
3653309,1460
3662612,1460
3664072,1460
3665532,1460
3666992,1460
3668452,1460
3669912,1460
3671372,1460
3672832,1460
3674292,1460
3675752,1460
3677212,1460
3678672,1460
3680132,1460
3681592,1460
3683052,1460
3684512,1460
3685972,1460
3687432,1460
3688892,1460
3690352,1460
3693272,1460
3696192,1460
3697652,1460
3699112,1460
3700572,1460
3691812,1460
3694732,1460
3702032,753
3702785,1460
3704245,1460
3705705,1460
3707165,1460
3708625,1460
3710085,892
3710977,1460
3712437,1460
3713897,1460
3716817,1460
3718277,892
3719169,1460
3722089,1460
3723549,1460
3715357,1460
3725009,1460
3720629,1460
3726469,892
3727361,1460
3728821,1460
3730281,1460
3731741,1460
3733201,1460
3734661,892
3735553,1460
3737013,1460
3738473,1460
3739933,1460
3741393,1460
3742853,892
3743745,1460
3745205,1460
3746665,1460
3748125,1460
3749585,1460
3751045,892
3751937,1460
3753397,1460
3754857,1460
3756317,1460
3761589,1460
3763049,1460
3765969,1460
3767429,892
3757777,1460
3759237,1460
3760697,1460
3768321,1460
3769781,1460
3764509,1460
3771241,1460
3772701,1460
3774161,1460
3775621,1460
3777081,1460
3778541,1460
3780001,1460
3781461,1460
3784381,1271
3785652,1460
3787112,1460
3788572,1460
3791492,1460
3792952,1460
3794412,1460
3795872,1460
3782921,1460
3797332,1460
3798792,1460
3790032,1460
3800252,1460
3801712,1460
3803172,1460
3806092,1460
3807552,1460
3809012,1460
3810472,1460
3811932,1460
3813392,1460
3814852,1460
3816312,1460
3804632,1460
3817772,1460
3820692,1460
3822152,1460
3823612,1460
3825072,1252
3826324,1460
3827784,1460
3829244,1460
3819232,1460
3830704,1460
3832164,1460
3833624,1460
3836544,1460
3838004,1460
3839464,1460
3840924,1307
3842231,1460
3843691,1460
3835084,1460
3845151,1460
3846611,1460
3848071,1460
3849531,1460
3850991,1460
3852451,1460
3853911,1460
3855371,1460
3856831,1460
3858291,142
3858433,1460
3862813,1460
3864273,1460
3865733,892
3859893,1460
3861353,1460
3866625,1460
3868085,1460
3869545,1460
3871005,1460
3872465,1460
3873925,1208
3875133,1460
3878053,1460
3879513,1460
3880973,1460
3882433,1103
3883536,1460
3884996,1460
3886456,1460
3876593,1460
3890836,1460
3892296,1460
3893756,1460
3887916,1460
3895216,1460
3896676,1460
3889376,1460
3889376,1460
3898136,1460
3899596,1460
3902516,1460
3903976,1460
3905436,1460
3906896,1460
3908356,1460
3909816,1460
3912736,1460
3901056,1460
3914196,1460
3915656,1460
3917116,1460
3918576,1460
3920036,1460
3921496,1460
3922956,1460
3924416,1460
3925876,1460
3927336,1460
3928796,1460
3931716,1460
3933176,1460
3934636,1460
3911276,1460
3936096,1460
3937556,1460
3930256,1460
3939016,1460
3940476,1460
3941936,1460
3943396,1460
3944856,1460
3946316,1460
3947776,1460
3949236,1460
3950696,1460
3952156,1460
3953616,1460
3956536,480
3957016,1460
3958476,1460
3959936,1460
3961396,1460
3962856,1460
3964316,765
3965081,1460
3966541,1460
3968001,1460
3969461,1460
3970921,1460
3955076,1460
3972381,1460
3973841,1460
3975301,1460
3976761,1460
3979681,1460
3981313,1460
3982773,1460
3984233,1460
3985693,1460
3978221,1460
3981141,172
3987153,1460
3987153,1460
3988613,1460
3990073,1460
3991533,1460
3992993,1460
3994453,1460
3995913,1460
3997373,357
3997730,1460
3999190,1460
4000650,1460
4002110,1460
4003570,1460
4005030,1460
4006490,1460
4007950,1460
4009410,1460
4010870,1460
4012330,1460
4013790,671
4014461,1460
4015921,1460
4017381,1460
4018841,1460
4020301,1460
4023016,1460
4024476,1460
4025936,1460
4027396,1460
4028856,1460
4030316,197
4030513,1460
4031973,1460
4033433,1460
4021761,1460
4034893,1460
4036353,1460
4037813,1460
4039273,1460
4040733,1460
4045113,1460
4046573,836
4047409,1460
4048869,1460
4050329,1460
4042193,1460
4043653,1460
4051789,1460
4053249,1460
4054709,332
4055041,1460
4057961,1460
4059421,1460
4060881,1460
4062341,892
4056501,1460
4063233,1460
4064693,1460
4066153,1460
4067613,1460
4069073,1460
4070533,892
4071425,1460
4074345,1460
4075805,1460
4077265,1460
4078725,892
4072885,1460
4079617,1460
4082537,1460
4083997,1460
4085457,1460
4081077,1460
4086917,892
4087809,1460
4089269,1460
4090729,1460
4092189,1460
4093649,1460
4095109,892
4096001,1460
4097461,1460
4098921,1460
4100381,1460
4101841,1460
4103301,892
4104193,1460
4105653,1460
4107113,1460
4108573,1460
4110033,1460
4111493,892
4113845,1460
4115305,1460
4116765,1460
4118225,1460
4119685,892
4112385,1460
4120577,1460
4122037,1460
4123497,1460
4124957,1460
4126417,1460
4128769,1460
4130229,1460
4131689,1460
4133149,1460
4134609,1460
4127877,1460
4136069,892
4136961,1460
4138421,1460
4141341,1460
4142801,1460
4144261,892
4139881,1460
4146613,1460
4149533,1460
4145153,1460
4152453,1460
4148073,1460
4150993,1460
4153913,1460
4155373,1460
4156833,1460
4158293,1460
4159753,1460
4161213,655
4161868,1460
4164788,1460
4166248,1460
4167708,1460
4170628,1460
4172088,1460
4173548,1460
4169168,1460
4175008,1460
4176468,1460
4177928,1460
4179388,1460
4180848,1460
4182308,1460
4183768,1460
4163328,1460
4186688,1460
4188148,1460
4185228,1460
4188148,1460
4189608,1460
4191068,1460
4192528,1460
4193988,1460
4195448,1460
4196908,1460
4198368,1460
4199828,1460
4201288,1460
4202748,1460
4204208,1460
4205668,1460
4207128,1460
4208588,1460
4212759,1460
4214219,1460
4215679,1460
4217139,1460
4218599,1460
4220059,1460
4221519,1460
4222979,1460
4224439,1460
4225899,1460
4210048,1460
4211508,755
4212263,496
4227359,1460
4228819,1460
4230279,1460
4231739,1460
4233199,1460
4235265,1460
4236725,1460
4238185,1460
4239645,1460
4241105,1460
4242565,892
4234659,1460
4243457,1460
4244917,1460
4246377,1460
4247837,1460
4249297,1460
4251649,1460
4253109,1460
4254569,1460
4256029,1460
4257489,1460
4258949,892
4250757,1460
4259841,1460
4261301,1460
4264221,1460
4265681,1460
4267141,892
4262761,1460
4268033,1460
4269493,1460
4270953,1460
4272413,1460
4273873,1460
4275333,892
4276225,1460
4277685,1460
4279145,1460
4280605,1460
4282065,1460
4283525,892
4284417,1460
4285877,1460
4287337,1460
4290257,1460
4291717,892
4292609,1460
4294069,1460
4295529,1460
4288797,1460
4296989,1460
4298449,1460
4299909,892
4300801,1460
4303721,1460
4305181,1460
4306641,1460
4308101,892
4302261,1460
4308993,1460
4310453,1460
4311913,1460
4313373,1460
4314833,1460
4316293,892
4317185,1460
4318645,1460
4320105,1460
4321565,1460
4323025,1460
4324485,1226
4325711,1460
4327171,1460
4328631,1460
4330091,1460
4331551,1460
4333011,1460
4334471,1460
4335931,1460
4338851,1460
4340311,1460
4341771,1460
4343231,1460
4346151,1460
4347611,1460
4349071,1460
4350531,1460
4337391,1460
4351991,1460
4344691,1460
4353451,1460
4354911,1460
4356371,1460
4357831,1460
4359291,1460
4360751,1460
4362211,1460
4363671,1460
4365131,1460
4366591,1460
4368051,1460
4369511,1460
4370971,1460
4372431,1460
4373891,638
4374529,1460
4375989,1460
4377449,1460
4378909,1460
4380369,1460
4381829,892
4382721,1460
4384181,1460
4385641,1460
4387101,1460
4388561,1460
4390021,892
4390913,1460
4392373,1460
4393833,1460
4395293,1460
4396753,1460
4398213,892
4399105,1460
4400565,1460
4404945,1460
4406405,892
4407297,1460
4408757,1460
4410217,1460
4411677,1460
4413137,1460
4414597,892
4402025,1460
4403485,1460
4415489,1460
4416949,1460
4418409,1460
4419869,1460
4421329,1460
4422789,892
4423681,1460
4425141,1460
4426601,1460
4428061,1460
4429521,1460
4430981,892
4431873,1460
4433333,1460
4434793,1460
4437713,1460
4439173,892
4440065,1460
4441525,1460
4442985,1460
4444445,1460
4445905,1460
4436253,1460
4448257,1460
4449717,1460
4451177,1460
4452637,1460
4454097,1460
4447365,892
4455557,892
4456449,1460
4457909,1460
4459369,1460
4460829,1460
4462289,1460
4463749,892
4464641,1460
4466101,1460
4467561,1460
4469021,1460
4470481,1460
4471941,892
4472833,1460
4474293,1460
4475753,1460
4477213,1460
4478673,1460
4480133,892
4481025,1460
4483945,1460
4486865,1460
4488325,892
4482485,1460
4489217,1460
4490677,1460
4485405,1460
4492137,1460
4493597,1460
4495057,1460
4496517,892
4497409,1460
4498869,1460
4500329,1460
4501789,1460
4503249,1460
4504709,892
4507061,1460
4508521,1460
4511441,1460
4512901,892
4505601,1460
4513793,1460
4515253,1460
4516713,1460
4518173,1460
4519633,1460
4521093,1460
4522553,1460
4524013,1460
4525473,1460
4526933,1460
4528393,1460
4509981,1460
4509981,1460
4529853,1460
4531313,1460
4532773,1460
4534233,1460
4535693,1460
4537153,1460
4538613,1460
4540073,1460
4541533,1460
4542993,1460
4544453,1460
4545913,1460
4547373,1460
4548833,1460
4550293,1460
4551753,1460
4554673,1243
4557376,1460
4558836,1460
4560296,1460
4561756,1460
4563216,1460
4564676,1460
4566136,1460
4567596,1460
4553213,1460
4555916,1460
4571976,1460
4573436,1460
4576356,1460
4577816,1460
4579276,53
4569056,1460
4570516,1460
4574896,1460
4579329,1460
4580789,1460
4582249,1460
4583709,1460
4585169,1460
4586629,892
4587521,1460
4588981,1460
4590441,1460
4591901,1460
4593361,1460
4594821,892
4595713,1460
4598633,1460
4600093,1460
4601553,1460
4603013,892
4597173,1460
4603905,1460
4605365,1460
4606825,1460
4608285,1460
4609745,1460
4611205,892
4612097,1460
4613557,1460
4615017,1460
4616477,1460
4617937,1460
4619397,892
4620289,1460
4621749,1460
4623209,1460
4624669,1460
4626129,1460
4627589,892
4628481,1460
4629941,1460
4631401,1460
4632861,1460
4634321,1460
4635781,892
4636673,1460
4638133,1460
4641053,1460
4642513,1460
4643973,892
4639593,1460
4644865,1460
4647785,1460
4649245,1460
4650705,1460
4652165,892
4646325,1460
4653057,1460
4654517,1460
4655977,1460
4657437,1460
4660357,892
4661249,1460
4662709,1460
4664169,1460
4665629,1460
4658897,1460
4667089,1460
4658897,1460
4668549,1460
4670009,1460
4671469,1460
4672929,1460
4674389,1460
4675849,1460
4677309,1460
4678769,1460
4680229,1460
4681689,1460
4683149,1460
4686069,1460
4688989,1460
4690449,1460
4691909,1460
4693369,1460
4694829,1460
4696289,1460
4697749,1460
4684609,1460
4687529,1460
4699209,1460
4700669,1460
4702129,1460
4703589,1460
4705049,1460
4706509,1460
4707969,1460
4709429,1460
4712349,1460
4713809,1460
4716729,1460
4718189,1460
4719649,1460
4722569,1460
4710889,1460
4715269,1460
4724029,1460
4721109,1460
4725489,1460
4726949,1460
4728409,1460
4731329,1460
4732789,1460
4734249,1460
4735709,1460
4737169,1460
4729869,1460
4738629,1460
4740089,1460
4741549,1460
4743009,431
4743440,1460
4744900,1460
4746360,1460
4747820,1460
4749280,1460
4751413,1460
4752873,1460
4754333,1460
4755793,1460
4758713,1460
4750740,1460
4760173,1460
4761633,1460
4757253,1460
4763093,1460
4764553,1460
4766013,1460
4767473,1061
4768534,1460
4769994,1460
4771454,1460
4772914,1460
4774374,1460
4775834,1250
4777084,1460
4778544,1460
4780004,1460
4781464,1460
4782924,1460
4784384,1460
4785844,1460
4787304,1460
4788764,1460
4790224,1460
4791684,637
4792321,1460
4793781,1460
4795241,1460
4796701,1460
4798161,1460
4799621,892
4801973,1460
4803433,1460
4804893,1460
4806353,1460
4807813,892
4800513,1460
4808705,1460
4810165,1460
4811625,1460
4813085,1460
4814545,1460
4816005,892
4816897,1460
4818357,1460
4819817,1460
4821277,1460
4822737,1460
4824197,892
4825089,1460
4826549,1460
4828009,1460
4829469,1460
4830929,1460
4832389,892
4833281,1460
4834741,1460
4836201,1460
4837661,1460
4839121,1460
4840581,892
4841473,1460
4842933,1460
4844393,1460
4845853,1460
4847313,1460
4848773,892
4849665,1460
4851125,1460
4852585,1460
4854045,1460
4855505,1460
4856965,892
4857857,1460
4859317,1460
4860777,1460
4862237,1460
4863697,1460
4865157,892
4866049,1460
4867509,1460
4870429,1460
4871889,1460
4873349,892
4868969,1460
4874241,1460
4875701,1460
4877161,1460
4878621,1460
4880081,1460
4881541,892
4882433,1460
4883893,1460
4885353,1460
4886813,1460
4888273,1460
4889733,892
4890625,1460
4892085,1460
4895005,1460
4897925,892
4898817,1460
4900277,1460
4901737,1460
4903197,1460
4904657,1460
4896465,1460
4893545,1460
4906117,1460
4909037,1460
4910497,1460
4911957,1460
4913417,1460
4914877,1460
4916337,1460
4917797,1460
4919257,1460
4920717,1460
4922177,1460
4907577,1460
4923637,1460
4925097,1460
4926557,1460
4928017,1460
4929477,1460
4930937,1460
4932397,1460
4933857,1460
4935317,1460
4936777,1460
4938237,1460
4939697,1460
4941157,1460
4942617,1460
4944077,1460
4945537,1460
4946997,980
4947977,1460
4950897,1460
4952357,1460
4953817,1460
4955277,920
4956197,1460
4957657,1460
4959117,1460
4960577,1460
4962037,1460
4949437,1460
4963497,856
4964353,1460
4965813,1460
4967273,1460
4970193,1460
4971653,892
4972545,1460
4974005,1460
4975465,1460
4976925,1460
4968733,1460
4978385,1460
4979845,892
4980737,1460
4983657,1460
4986577,1460
4988037,892
4982197,1460
4982197,1460
4988929,1460
4990389,1460
4985117,1460
4991849,1460
4993309,1460
4994769,1460
4996229,1460
4999149,1460
5000609,1460
5002069,1460
5003529,1460
5005530,1460
5006990,1460
4997689,1460
5008450,1460
5009910,1460
5004989,541
5011370,1460
5012830,1460
5014290,1460
5015750,1460
5018670,1460
5020130,1460
5021590,764
5022354,1460
5023814,1460
5017210,1460
5026734,1460
5028194,1460
5029654,1460
5025274,1460
5031114,1460
5032574,1460
5034034,1460
5036954,1460
5038414,1460
5039874,1460
5041334,1460
5042794,1460
5044254,1460
5035494,1460
5047174,1460
5048634,1460
5050094,1460
5045714,1460
5051554,1460
5053014,1460
5054474,1460
5055934,1460
5057394,1460
5058854,1460
5060314,1460
5061774,1433
5063207,1460
5064667,1460
5066127,1460
5067587,1460
5070507,1460
5071967,1460
5066127,1460
5073427,1460
5074887,1460
5069047,1460
5076347,1460
5077807,1460
5079267,1460
5082187,1460
5083647,1460
5085107,1460
5086567,1460
5088027,1460
5089487,1460
5090947,1460
5092407,1460
5080727,1460
5095327,1460
5096787,1460
5098247,1460
5099707,1460
5101167,1460
5093867,1460
5102627,1460
5105547,1460
5107007,1460
5108467,1460
5109927,1460
5111387,1460
5112847,1460
5114307,1460
5104087,1460
5115767,1460
5117227,1460
5118687,1460
5120147,1460
5121607,1460
5123067,1460
5124527,1460
5125987,1460
5127447,1460
5128907,1460
5130367,1460
5131827,1460
5133287,1460
5134747,1460
5136207,178
5136385,1460
5137845,1460
5139305,1460
5140765,1460
5142225,1460
5143685,892
5144577,1460
5147497,1460
5148957,1460
5150417,1460
5151877,892
5146037,1460
5154229,1460
5155689,1460
5157149,1460
5158609,1460
5152769,1460
5160069,892
5160961,1460
5162421,1460
5163881,1460
5165341,1460
5166801,1460
5169153,1460
5170613,1460
5172073,1460
5173533,1460
5174993,1460
5168261,1460
5176453,892
5177345,1460
5178805,1460
5180265,1460
5181725,1460
5183185,1460
5184645,892
5185537,1460
5186997,1460
5188457,1460
5189917,1460
5191377,1460
5192837,892
5193729,1460
5195189,1460
5196649,1460
5198109,1460
5199569,1460
5201029,892
5201921,1460
5203381,1460
5204841,1460
5206301,1460
5207761,1460
5209221,892
5210113,1460
5211573,1460
5213033,1460
5214493,1460
5215953,1460
5217413,892
5218305,1460
5219765,1460
5221225,1460
5222685,1460
5224145,1460
5225605,892
5226497,1460
5227957,1460
5229417,1460
5232337,1460
5233797,892
5234689,1460
5236149,1460
5237609,1460
5239069,1460
5240529,1460
5241989,892
5230877,1460
5242881,1460
5244341,1460
5245801,1460
5247261,1460
5248721,1460
5250181,892
5251073,1460
5252533,1460
5253993,1460
5255453,1460
5256913,1460
5258373,892
5259265,1460
5263645,1460
5265105,1460
5266565,892
5260725,1460
5262185,1460
5270377,1460
5273297,1460
5274757,892
5267457,1460
5268917,1460
5271837,1460
5275649,1460
5277109,1460
5278569,1460
5281489,1460
5282949,1460
5284409,1460
5285869,1460
5280029,1460
5287329,1460
5288789,1460
5290249,1460
5291709,1460
5293169,1460
5294629,1460
5297549,1460
5299009,1460
5300469,1460
5301929,1460
5303389,1460
5296089,1460
5304849,1460
5307769,1460
5309229,1460
5310689,1460
5306309,1460
5312149,1460
5313609,1460
5315069,1460
5316529,1206
5317735,1460
5319195,1460
5320655,1460
5322115,1460
5323575,1457
5325032,1460
5326492,1460
5327952,1460
5330872,1460
5332332,1460
5333792,1460
5335252,1460
5336712,1460
5338172,1460
5329412,1460
5339632,1460
5341092,93
5341185,1460
5344105,1460
5345565,1460
5347025,1460
5342645,1460
5348485,1460
5349945,1460
5351405,1460
5352865,1460
5354325,1460
5355785,1460
5357245,1460
5358705,1460
5360165,1460
5361625,1460
5363085,1460
5364545,1460
5366005,1460
5367465,1460
5368925,1460
5370385,1460
5371845,1460
5373305,1286
5374591,1460
5376051,1460
5377511,1460
5380431,1460
5381891,1017
5382908,1460
5384368,1460
5385828,1460
5387288,1460
5388748,1460
5390208,733
5390941,1460
5392401,1460
5378971,1460
5393861,1460
5395321,1460
5396781,1460
5398241,1460
5399701,1460
5401161,1460
5402621,1460
5404081,1460
5405541,1460
5407001,1460
5408461,1460
5409921,1460
5411381,1460
5412841,1460
5414301,612
5414913,1460
5416373,1460
5417833,1460
5419293,1460
5420753,1460
5422213,892
5423105,1460
5424565,1460
5426025,1460
5427485,1460
5428945,1460
5430405,892
5431297,1460
5432757,1460
5434217,1460
5435677,1460
5437137,1460
5438597,892
5439489,1460
5440949,1460
5442409,1460
5443869,1460
5445329,1460
5446789,892
5447681,1460
5449141,1460
5450601,1460
5452061,1460
5453521,1460
5455873,1460
5457333,1460
5458793,1460
5460253,1460
5461713,1460
5463173,892
5454981,1460
5464065,1460
5466985,1460
5468445,1460
5469905,1460
5471365,892
5465525,1460
5472257,1460
5473717,1460
5475177,1460
5476637,1460
5478097,1460
5480449,1460
5481909,1460
5483369,1460
5486289,1460
5487749,892
5479557,1460
5484829,1460
5488641,1460
5490101,1460
5491561,1460
5493021,1460
5494481,1460
5495941,1460
5497401,1460
5498861,1460
5500321,1460
5501781,1460
5503241,1460
5504701,1460
5506161,1460
5507621,1460
5509081,1460
5510541,1460
5512001,1401
5513402,1460
5514862,1460
5516322,1460
5517782,1460
5519242,1460
5520702,1166
5521868,1460
5523328,1460
5524788,1460
5526248,1460
5527708,1460
5529168,973
5530141,1460
5531601,1460
5533061,1460
5535981,1460
5537441,612
5538053,1460
5539513,1460
5540973,1460
5542433,1460
5543893,1460
5545353,1460
5546813,1460
5548273,1460
5534521,1460
5549733,1460
5551193,1460
5552653,1460
5554113,64
5554177,1460
5555637,1460
5557097,1460
5558557,1460
5560017,1460
5561477,892
5562369,1460
5563829,1460
5565289,1460
5566749,1460
5568209,1460
5569669,892
5570561,1460
5572021,1460
5573481,1460
5574941,1460
5576401,1460
5577861,892
5580213,1460
5581673,1460
5583133,1460
5584593,1460
5586053,892
5578753,1460
5578753,1460
5586945,1460
5588405,1460
5589865,1460
5592785,1460
5594245,1460
5595705,1460
5597165,1460
5598625,1460
5600085,1460
5601545,1460
5603005,1460
5591325,1460
5604465,1460
5605925,1460
5607385,1460
5608845,1460
5610305,1368
5611673,1460
5613133,1460
5614593,1460
5616053,1460
5617513,1460
5618973,1263
5620236,1460
5621696,1460
5623156,1460
5624616,1460
5626076,1460
5628713,1460
5630173,1460
5631633,1460
5633093,1460
5634553,1460
5636013,822
5636835,1460
5638295,1460
5639755,1460
5627536,1460
5641215,1460
5644135,1460
5645595,1460
5647055,1460
5648515,1460
5649975,1460
5642675,1460
5642675,1460
5651435,1460
5652895,1460
5654355,1460
5655815,1460
5657275,1460
5658735,1460
5660195,1460
5661655,1460
5663115,1460
5664575,1460
5666035,1460
5667495,1460
5668955,1460
5670415,1460
5671875,1460
5673335,1460
5674795,1460
5676255,1460
5679175,1460
5680635,1460
5682095,1460
5683555,1460
5685015,1309
5686324,1460
5687784,1460
5689244,1460
5690704,1460
5677715,1460
5692164,1460
5693624,1460
5695084,1460
5696544,1460
5698004,1460
5699464,1460
5700924,1460
5702384,1460
5703844,1460
5706764,1460
5708224,1460
5709684,141
5709825,1460
5711285,1460
5712745,1460
5714205,1460
5705304,1460
5715665,1460
5718017,1460
5719477,1460
5720937,1460
5722397,1460
5723857,1460
5717125,1460
5725317,892
5726209,1460
5727669,1460
5729129,1460
5730589,1460
5732049,1460
5733509,892
5734401,1460
5735861,1460
5737321,1460
5738781,1460
5740241,1460
5741701,892
5744053,1460
5745513,1460
5746973,1460
5748433,1460
5749893,892
